dhkf⇥	卽使
xsml⇥	世界屋脊
ppmw⇥	提拉米蘇
hzoj⇥	滲透壓
rhxs⇥	老婆大人
sixj⇥	如昔
znfn⇥	可憐天下父母心
tzfj⇥	阿扁
gjhd⇥	乾重
kqmq⇥	低腰
wchi⇥	蔥油
wwbi⇥	桑達
qwup⇥	聚成
odll⇥	弓步
lzrq⇥	猫和老鼠
wyhx⇥	兒孫滿堂
qknw⇥	列項
llqh⇥	射死
fagk⇥	末班
gbxs⇥	鞋套
zsgj⇥	筍乾
mdss⇥	孿生姐妹
tiqt⇥	命硬
yhcu⇥	勞動效率
loik⇥	無原則
cjfh⇥	不明所以
bnds⇥	斷背山
tjwo⇥	雲貴高原
ojfi⇥	厭氧
odud⇥	原帖
mvmo⇥	胖臉
dfah⇥	上樑
hotv⇥	派隊
iznw⇥	出項
yoky⇥	産仔
fgot⇥	下有小
xzga⇥	共同理想
vnkr⇥	公豬
thew⇥	錘頭
fnwe⇥	武裝警察
acdz⇥	門崗
ritg⇥	老鐵
qdqh⇥	赴死
pvjh⇥	拌麵
fntj⇥	晉陽
afeu⇥	本官
oqmv⇥	磨粉
dftq⇥	上句
heqk⇥	演劇
fxkv⇥	天份
laot⇥	資本主義社會
hwhx⇥	綴滿
ioip⇥	吲哚
ltsj⇥	冷光
pwhu⇥	揮毫潑墨
sfty⇥	好一陣子
xikd⇥	大仇
twhd⇥	錨泊
qaaa⇥	用材林
flsi⇥	正人
jjjj⇥	轟轟
wfbl⇥	學術報告
alkz⇥	逃債
ivcp⇥	唯我
iala⇥	財力物力
txik⇥	金大中
hohj⇥	瀛洲
dipj⇥	祝融
ufgn⇥	威武雄壯
kias⇥	召來
mnfd⇥	試下
afow⇥	開衩
odsl⇥	原田
cmaj⇥	血脉相連
voyz⇥	普適
pjpj⇥	捏捏
mhog⇥	尿褲
chlh⇥	系統資源
tphl⇥	隔海
dycu⇥	白鹿
pfzh⇥	那一種
mrnm⇥	諸將
ppbv⇥	打手勢
gyym⇥	龐龍
hcac⇥	總校
qxuo⇥	遷離
wcxi⇥	華師大
ycqd⇥	榮歸故里
dynd⇥	豐子愷
xqfe⇥	共處一室
jsjp⇥	晚婚晚育
lwwa⇥	猫兒
ssds⇥	坐臥
icqu⇥	咬碎
mwvu⇥	讀萬卷書
xuus⇥	瘋跑
byzh⇥	赤兔
dgtq⇥	生理需要
fxob⇥	天魔
pupu⇥	擠擠
hzod⇥	疑竇叢生
pcba⇥	托幼
acjj⇥	來不得
bgwt⇥	髮菜
vniz⇥	公出
vcfa⇥	首末
bqha⇥	鬍渣
wfml⇥	莫過於此
zvdj⇥	秀峰
yphn⇥	微紅
gfms⇥	有求於
fxts⇥	天雷
gfds⇥	驪山
cpje⇥	我日
afxx⇥	本多
dddt⇥	皚皚白雪
mqsd⇥	遊戲人生
obok⇥	魔劍
fhwy⇥	一夢
wkyv⇥	花火
yiew⇥	部頭
pjhk⇥	提級
vkbb⇥	分塊
ohhu⇥	永濟
ocki⇥	少保
heza⇥	沉箱
qqtf⇥	石鍋
ubeq⇥	墨客
hfaw⇥	流體力學
fxja⇥	惡名昭彰
qhti⇥	三結合
cjix⇥	自嘆
mark⇥	基本單位
cfxu⇥	不留痕跡
ijsj⇥	喝光
ggfj⇥	琴行
pshh⇥	授人以漁
gdjr⇥	瑞昌
sftu⇥	毋需
khlu⇥	供給制
dont⇥	之恨
lqgq⇥	盤底
fous⇥	所畫
jmhf⇥	辯證統一
uizm⇥	回青
dfei⇥	上智
tnvl⇥	領進
khkq⇥	化做
fnen⇥	晉寧
gcsi⇥	才人
zfik⇥	篇中
fuod⇥	了願
uqxi⇥	路名
qwir⇥	聚賭
pgpx⇥	拉布拉多
hhus⇥	比畫
gzmk⇥	南詔
fdsa⇥	百果
whgx⇥	高緯度
zfos⇥	同袍
eggq⇥	賽璐珞
houj⇥	泳帽
enrj⇥	寧都
afmi⇥	開臺
agzp⇥	本專科
wedt⇥	興安嶺
aihf⇥	閒着没事
bijc⇥	遠較
hfwa⇥	面兒
uhqe⇥	踏破
gxko⇥	駐外使館
puig⇥	擁着
wdha⇥	藥渣
aste⇥	樓院
oikk⇥	歷史條件
pcon⇥	挺強
doij⇥	之味
ipjv⇥	吳川
mcle⇥	方向舵
poxf⇥	挑毛病
xumm⇥	多國語言
tzgg⇥	阿瑪
xzon⇥	奇強
jdss⇥	星界
acac⇥	門門
bwmn⇥	土著居民
ekgr⇥	逗你玩
wjht⇥	蓬溪
wuqj⇥	藏起
xime⇥	夾着尾巴
naoq⇥	牀褥
pfgi⇥	攝政王
hnho⇥	湧浪
ltan⇥	冷意
xinh⇥	大北
tjtj⇥	鑰匙鏈
jxse⇥	未嫁
ucuc⇥	黑黑
azhi⇥	松節油
fdeg⇥	百寶
czsi⇥	不算數
uvtj⇥	建陽
zwug⇥	肉蒲團
tnze⇥	鋁管
fjyy⇥	夏日炎炎
hksi⇥	收信人
zjhe⇥	可溶
dyje⇥	白蛇
offd⇥	飲下
gkmj⇥	存糧
fskm⇥	氯仿
yryy⇥	火急火燎
cbhf⇥	血灑
nsxm⇥	民望
egvw⇥	寶瓶
hlgf⇥	涉縣
ttsb⇥	鋼鐵長城
dppo⇥	飛撲
zoab⇥	窩裏橫
tedm⇥	鉅野
fzui⇥	房租費
hwuu⇥	郵市
qpyv⇥	三把火
dhoj⇥	生厭
xibb⇥	難斷
kmze⇥	信管
tkeb⇥	金寨
hwds⇥	沂蒙山
ghle⇥	有益無害
fnjg⇥	武德
vjwt⇥	道德觀念
azyd⇥	樁子
tohb⇥	更鼓
xnei⇥	痛毆
hbwu⇥	益菌
raua⇥	助困
hkqk⇥	紹劇
mttw⇥	甘露醇
yofo⇥	營業所
hiqq⇥	油石
xvos⇥	外焦裏嫩
ydmc⇥	站務
mwnb⇥	護牆
ojbj⇥	壓塌
ghlc⇥	睡獅
wefo⇥	觀察所
dndn⇥	兜兜
plbi⇥	扯遠
watu⇥	花枝亂顫
llhk⇥	七年級
hore⇥	深褐色
hidy⇥	淺白
oumb⇥	毛肚
qpyt⇥	西四
totk⇥	鑲金
plbb⇥	扯斷
qpas⇥	西樓
ajai⇥	木架
iknm⇥	划槳
kxep⇥	僅容
smwe⇥	人類學家
sskw⇥	坐像
ngmj⇥	心腦
cibh⇥	不咋地
ggfn⇥	琉璃瓦
qsgg⇥	盧瑟
qlqq⇥	矸石
lzaa⇥	牛欄
okjw⇥	張仲景
hvhz⇥	維納
zmtj⇥	青陽
zlaj⇥	秤桿
ewav⇥	巴松
aogb⇥	板鞋
pdhx⇥	排洪
snbi⇥	思遠
hjho⇥	漣源
ofkk⇥	小氣候
qfkc⇥	砍倒
asfm⇥	來氣
kjuj⇥	但書
iqyi⇥	中聯部
peup⇥	擰成
gosi⇥	玉人
hthn⇥	酒紅
iqiq⇥	口口
wkmw⇥	學位論文
hruc⇥	濃黑
jmzo⇥	明春
jjyy⇥	得榮
tqjf⇥	震旦
otpb⇥	小技
khgd⇥	貨店
tgds⇥	鐵山
mnar⇥	試音
yozi⇥	産程
wkmi⇥	花臺
uzya⇥	國内新聞
sime⇥	人言
hcfx⇥	溫吞
keho⇥	作派
xvdh⇥	大半生
jnlf⇥	日工資
flff⇥	一身正氣
fxlo⇥	天狼
galw⇥	在逃犯
kvcb⇥	僧衆
hwhw⇥	涼涼
dlhk⇥	九年級
agdp⇥	想飛
cfhf⇥	不正經
xymn⇥	尚志
htde⇥	綬帶
hcts⇥	千鈞
rmjk⇥	考試題
gfgk⇥	縣府
nzub⇥	情牽
thym⇥	電動牙刷
xhfi⇥	大喜事
omyy⇥	小屁孩
enbu⇥	寧城
qtpy⇥	超鏈接
hhyd⇥	絶緣子
ljsx⇥	身輕如燕
cuoz⇥	追兇
itew⇥	哈巴
bhlh⇥	執法犯法
grts⇥	玩雪
gsaq⇥	座標
ojwk⇥	壓花
pqef⇥	振宇
fsml⇥	互評
tkhn⇥	金紅
tees⇥	受案
akgf⇥	彰化縣
basu⇥	幼嫩
gjtf⇥	乾鍋
bmjb⇥	地方時
vixm⇥	逆鱗
puqg⇥	打碼
mzen⇥	甘寧
szhc⇥	舒筋活血
znmz⇥	空腔
flnz⇥	政情
tbot⇥	陸良
qtde⇥	母帶
lyiz⇥	猛喫
otgt⇥	良駒
exrp⇥	額外負擔
hhhh⇥	涓涓細流
hczs⇥	絞肉
qptk⇥	獻金
rama⇥	老相識
tiod⇥	命裏
dhhf⇥	生面
gjaj⇥	朝東
tlxm⇥	退散
uywd⇥	黑火藥
fnof⇥	武后
dhfx⇥	生吞
khju⇥	他律
qufv⇥	碎骨
kqpc⇥	低手
hnfx⇥	江天
gznb⇥	南牆
gyhp⇥	龐統
ucmg⇥	黑糖
hfyi⇥	經部
yayv⇥	新雅
tdbl⇥	金山寺
homm⇥	消聲
okdf⇥	引上
hhrn⇥	垂垂老矣
djit⇥	神啊
luyd⇥	航站
pbpx⇥	掛擋
pnkg⇥	挨刀
tyqf⇥	陪聊
focu⇥	所歸
qear⇥	破音
aghf⇥	橫截面
dsml⇥	非人類
tbxf⇥	霍去病
lhjj⇥	紫晶
qtsi⇥	克隆人
heqh⇥	決死
hxsi⇥	滿人
nhqd⇥	北票
yasl⇥	新田
woio⇥	學養
zeya⇥	稀巴爛
hbhy⇥	彭澤
ucme⇥	黑膠
jzwp⇥	映象
czvj⇥	不可兼得
lvid⇥	平喘
hbds⇥	彭山
abra⇥	關元
cjhm⇥	不連續
dlhg⇥	鹼水
wyej⇥	藍顔知己
gdek⇥	理家
xawl⇥	世間萬物
bnre⇥	劫色
zfor⇥	毒氣彈
kckh⇥	你我他
bbms⇥	翹課
qmhd⇥	脣線
othh⇥	小池
ipkw⇥	哪像
pext⇥	摺痕
rlsx⇥	二姨
hndf⇥	鴻福
jvps⇥	典押
jihr⇥	五絶
zspk⇥	内招
qocz⇥	走邊
vfvq⇥	舔舐
kgxs⇥	值當
gnmq⇥	雄居
fqhd⇥	下三濫
ldfh⇥	無求
isti⇥	出人命
acpy⇥	橋接
igtk⇥	賄金
ting⇥	合心
smms⇥	見諸於
eeaj⇥	寫字間
nuha⇥	民風淳樸
ttjf⇥	陰陽五行
cisd⇥	自由女神
hqug⇥	紙團
rere⇥	艶色
nmui⇥	通話費
edug⇥	軍樂團
kgvo⇥	刀斧
jdcb⇥	星塵
tecu⇥	鉅鹿
usod⇥	畫裏
sjgf⇥	光球
htik⇥	綏中
mckh⇥	柔化
bbag⇥	斷章
siow⇥	長襪
tjig⇥	醒着
trib⇥	阻嚇
mxel⇥	謹守
ybqj⇥	燒起
bjms⇥	場論
hnha⇥	紅繩
ciei⇥	不智
hxdp⇥	港九
tamr⇥	陳放
hxfn⇥	漢武
fmte⇥	政務院
xttd⇥	太陽島
zjsj⇥	香妃
ohsl⇥	反面人物
rlfi⇥	二副
maai⇥	某樣
pdcb⇥	掉血
omem⇥	厚臉皮
ltgt⇥	狗眼
jmbx⇥	明黃
gtcs⇥	鷹鉤鼻
zjps⇥	可掬
zyau⇥	秋楓
ytdf⇥	四叔
fjtp⇥	行雲
xldh⇥	多年生
vdxi⇥	雙飛燕
fgyh⇥	亞馬遜河
dhhh⇥	生活水準
enkh⇥	寧化
dewu⇥	帶菌
ohjw⇥	永順
ptqe⇥	抓破
lyds⇥	獨山
pduy⇥	排風
sywo⇥	好覺
tnti⇥	領命
qagg⇥	西格瑪
tyml⇥	乳類
biti⇥	墊錢
qspu⇥	虐打
ydtu⇥	新社會
riig⇥	老財
oqem⇥	磨皮
qgpn⇥	走馬換將
hjsl⇥	混匀
hkmc⇥	總任務
bbnh⇥	斷背
hywd⇥	淡藍
wyqs⇥	熟慮
bhrh⇥	遠水解不了近渴
ymuf⇥	龍威
tktw⇥	金釵
szlk⇥	斜切
tjwa⇥	錫蘭
szbz⇥	斜井
gocz⇥	琢磨不透
tjmv⇥	酸辣粉
hxub⇥	滿園
tiwk⇥	金盞花
acye⇥	門旁
fckl⇥	互不侵犯
tewk⇥	愛花
cueb⇥	鹿寨
tfei⇥	陶行知
scig⇥	見不着
aqjj⇥	聞得
sdtk⇥	包金
whwh⇥	落落
entb⇥	寧陵
nqao⇥	勇攀
gjjh⇥	乾麵
vvzz⇥	雙筒
hfib⇥	添購
hmao⇥	漏檢
hjiz⇥	混出
izei⇥	出宮
jtza⇥	很笨
wtfm⇥	高句麗
qoqa⇥	虚職
effs⇥	寒氣逼人
siyb⇥	長牙
xspv⇥	當推
oaes⇥	襟翼
osxv⇥	張遼
qpbx⇥	硫黃
eawt⇥	匹薩
tpaa⇥	雲林
onmx⇥	良性腫瘤
otas⇥	岳陽樓
xiwo⇥	大覺
nqek⇥	通家
hmbg⇥	結髮
wpst⇥	高手如雲
vikh⇥	塑化
jxji⇥	輸入輸出
bibk⇥	培養皿
ypbv⇥	微熱
gxfk⇥	康奈爾
xxyd⇥	多子
ikza⇥	中策
hgsu⇥	水禽
jlab⇥	連橫
seaw⇥	尋醫問藥
hzmv⇥	河粉
nshn⇥	民治
mpho⇥	肌注
xlac⇥	太平門
xfyg⇥	病徵
atsi⇥	關雲長
gaab⇥	玉門關
reha⇥	色織
xigi⇥	勤王
ipha⇥	吳淞
cubn⇥	追去
iwss⇥	史學界
mvuf⇥	甚感
yqko⇥	立住
ggsj⇥	有眼光
cgcp⇥	不理我
qnry⇥	三教
ipgb⇥	吳廣
msfd⇥	課下
lgrm⇥	七十二變
uhmx⇥	書法展
ugqj⇥	踮起
hjoc⇥	漸少
tkpc⇥	金手
wffi⇥	舉過
zhch⇥	種系
iznb⇥	出牆
cbtm⇥	血防
trnv⇥	合久必分
uift⇥	回鶻
tjqe⇥	配戲
hfdf⇥	波爾卡
oupy⇥	毛拉
xnfj⇥	痛扁
zpqb⇥	科聯
hiaa⇥	油桃
ovnm⇥	兵將
dpqq⇥	飛石
ehdr⇥	官渡之戰
sxky⇥	異位
mjmc⇥	識時務
yafi⇥	新事
megm⇥	説實在話
qpwx⇥	西苑
esyi⇥	安瓿
tzlu⇥	銅製
dasw⇥	祥林嫂
aghu⇥	相濟
ggao⇥	玻璃板
sskk⇥	規條
vuyd⇥	發帖子
gwfm⇥	騷氣
tjij⇥	配唱
egtd⇥	寶鑑
pwfi⇥	搞事
feaw⇥	求醫問藥
hkcu⇥	涿鹿
ouoe⇥	毛巾被
ieur⇥	咋整
jbwk⇥	時蔬
gben⇥	廣寧
faaz⇥	一樁樁
hthh⇥	疑雲重重
yvwx⇥	雅苑
ggfx⇥	底朝天
llas⇥	頻閃
kzsx⇥	何異
wkcl⇥	高低不平
pgqh⇥	看死
bynd⇥	塔羅牌
gjzz⇥	朝歌
edds⇥	安祿山
hghz⇥	水洞
mcsj⇥	柔光
hvmj⇥	維語
tqnz⇥	震情
bxnb⇥	黃片
otsc⇥	小群
psko⇥	擒住
nfpm⇥	慌了手腳
melw⇥	肥猫
yaqz⇥	龍門石窟
zimw⇥	青出於藍而勝於藍
tmig⇥	防着
hlmv⇥	涉訟
psgt⇥	抛媚眼
herq⇥	沙頭角
zeis⇥	管賬
qgsi⇥	碼數
oogp⇥	乒乓球拍
ksua⇥	偶而
ucjd⇥	黑星
qghi⇥	碼洋
abhj⇥	橫縱
jjbi⇥	得幸
ftve⇥	劉鄧
jizb⇥	吾等
wrts⇥	著錄
hduc⇥	染黑
heei⇥	深宮
ewro⇥	寬嚴
dons⇥	之民
owpq⇥	返抵
yhbu⇥	羅城
wnyz⇥	高適
asew⇥	槍頭
tawy⇥	采薇
cljn⇥	不無遺憾
ucgu⇥	黑布
apmv⇥	杜拉斯
mtmv⇥	説句話
lvfn⇥	平武
wwsx⇥	藝高人膽大
csou⇥	鼻毛
yhei⇥	羅浮宮
wtmh⇥	驚變
llhx⇥	射洪
izns⇥	喫慣
ppas⇥	那棵
fxgy⇥	天目
vfuz⇥	八一建軍節
qmmj⇥	脣語
xgyd⇥	盲童
kjta⇥	倒車鏡
gfac⇥	南天門
hjki⇥	海德堡
dfkd⇥	禍及
ikig⇥	吸着
uixb⇥	齋堂
pqhn⇥	投江
ansc⇥	關心群衆
jiwk⇥	五花
jbza⇥	冬去春來
vbjk⇥	判斷題
nmtl⇥	裝酷
xisi⇥	難如
ldxj⇥	止疼
eedh⇥	羽翼豐滿
ihhh⇥	出淤泥而不染
rbao⇥	壁板
nssm⇥	巫女
fxbn⇥	天劫
banv⇥	熱加工
ipqj⇥	吳起
xity⇥	大鐘
jtjj⇥	從今往後
kqfi⇥	低氧
lhtm⇥	紫霞
lgiu⇥	狂喊
bvik⇥	熱中
mfmn⇥	試了試
kcds⇥	倒臥
rqts⇥	觸雷
hwyd⇥	水文站
cjee⇥	不是冤家不聚頭
foez⇥	所害
cjhh⇥	自糾
tkyd⇥	附子
rqhb⇥	戰死沙場
vnui⇥	公國
crzh⇥	血色素
jztf⇥	晴雨
jmhg⇥	明水
kzii⇥	保管員
fles⇥	正安
xdrb⇥	外壁
uqxh⇥	路癡
rbmx⇥	老地方
qeaf⇥	戲本
ksjv⇥	伊川
fmgd⇥	衛斯理
vice⇥	發財致富
bdui⇥	增白劑
qeds⇥	確山
txjj⇥	錯得
bqfi⇥	鬼故事
hswy⇥	綠蘿
eiog⇥	宮主
iqyd⇥	嗑瓜子
rivs⇥	老拳
obfu⇥	饒了
uign⇥	國雄
krpv⇥	豬扒
huyv⇥	滅燈
hjti⇥	游擊隊員
yawx⇥	新葉
fbbh⇥	一支支
izqr⇥	中央處理器
pmdf⇥	擴展卡
pfxi⇥	斗大
ciiu⇥	不吭
uvss⇥	蹲坐
qngc⇥	三才
mhod⇥	彎弓
svsw⇥	舒婷
fvdh⇥	下半生
omfl⇥	張居正
wzsw⇥	高等數學
oimp⇥	對詞
voqd⇥	發飄
rgqh⇥	駡死
hoet⇥	沙宣
awxv⇥	林蔭大道
daaa⇥	白樺林
fwls⇥	髒物
szli⇥	斜靠
vuac⇥	公路橋
ysml⇥	新人類
phhl⇥	指涉
xzkx⇥	奇俠
zjgu⇥	篷布
fkdp⇥	武侯祠
mwab⇥	遊藝機
ucae⇥	黑框
ggyv⇥	真火
ftui⇥	氣霧劑
ijvc⇥	唱道
afgx⇥	本廠
heck⇥	縮到
jidf⇥	五福
flzy⇥	正愁
znld⇥	内心獨白
drbl⇥	禪寺
etwj⇥	知錯就改
qfbn⇥	昏過去
nmda⇥	民族之林
pwgx⇥	捲菸廠
hcsn⇥	千尋
otig⇥	小財
mlqe⇥	這碗
pygf⇥	撞球
kdyc⇥	傑斐遜
tgau⇥	鐵力
djir⇥	神品
teoa⇥	拿定主意
gbsv⇥	郁達夫
uuzz⇥	夜夜笙歌
pgeb⇥	排球賽
xdlk⇥	外切
mzjv⇥	精典
iexs⇥	哐當
payd⇥	那樣子
udub⇥	蹦躂
btmc⇥	黃金屋
arge⇥	逃避現實
aito⇥	加鎖
rqac⇥	農校
oghu⇥	補液
hqai⇥	没問
enmg⇥	知心朋友
aztj⇥	棗陽
rodw⇥	嚴嵩
izuq⇥	中央書記處
saos⇥	如意郎君
nwkr⇥	怪你
vshn⇥	兼治
hsui⇥	縮略圖
ndyg⇥	性徵
xesw⇥	大家夥兒
cqki⇥	不聽使喚
zhlg⇥	兔年
gkfi⇥	有件事
kahx⇥	休漁
cimv⇥	不期
iehh⇥	戈比
fxhw⇥	天涼
mukq⇥	訂價
nqjo⇥	勇往
auzs⇥	校團委
muew⇥	腳趾頭
tutu⇥	釘釘
fwlo⇥	惡狼
eoaj⇥	實質問題
tstm⇥	陶鑄
ldou⇥	無毛
syta⇥	好彩
ogyb⇥	補牙
tpoz⇥	貪食
iptq⇥	哪句
bkds⇥	去你的
fqff⇥	一磚一瓦
nolu⇥	民主制
yzlb⇥	敵特
ajgx⇥	東廠
hqjv⇥	洛川
ajzv⇥	查税
pdtj⇥	掉電
htyi⇥	郵電部
hqsi⇥	没數
imok⇥	呼朋引伴
dfgs⇥	卡座
oiod⇥	叢裏
hqzh⇥	没種
omde⇥	原聲帶
mddj⇥	月神
pezn⇥	探空
ajen⇥	東寧
guuj⇥	唐書
gvml⇥	瞧這
phmv⇥	插屏
okhh⇥	小便池
gizx⇥	右移
ewfm⇥	寬肩
sibj⇥	長堤
mnxf⇥	肺心病
teab⇥	愛機
fdlk⇥	下切
tjes⇥	隆安
fjno⇥	一擊必殺
bmej⇥	地方軍
fjbf⇥	一連幾天
wnqs⇥	高盧
hqrl⇥	編碼器
pwcl⇥	搞臭
milc⇥	屈身
yodu⇥	孟良崮
otml⇥	逍遥遊
sstc⇥	人人爲我
worq⇥	學農
nmgh⇥	裝睡
clmk⇥	不告訴你
qumv⇥	越説
ldyo⇥	無顔
ppnw⇥	那項
wmgy⇥	草臺班子
xxsi⇥	多如
gzgn⇥	南雄
zmjl⇥	靚車
hhlr⇥	比干
wuiq⇥	菜市口
gemv⇥	索證
dffn⇥	福晉
lign⇥	靠左
ofyy⇥	欣榮
elpt⇥	守擂
djtu⇥	嶄露
smcv⇥	女囚
fxek⇥	天定
uswr⇥	成人高考
dfmd⇥	上款
spmf⇥	數據類型
hmqa⇥	純屬虚構
myig⇥	談着
khjj⇥	化州
dmuc⇥	凱旋而歸
uhwj⇥	團結就是力量
fhhn⇥	求治
eihz⇥	知網
fuki⇥	兩儀
wvjf⇥	蒸發量
wykh⇥	熟化
siaf⇥	長柄
mvjg⇥	講道德
lrxi⇥	船老大
gitg⇥	馬口鐵
wqat⇥	蘆根
fvdy⇥	下半輩子
aghq⇥	相紙
mzhc⇥	調溫
njjj⇥	慢得
larf⇥	先考
htgx⇥	水電廠
jgch⇥	轉系
zsho⇥	内源
hnjj⇥	江州
jxsj⇥	暴光
owgi⇥	反右
ckmg⇥	交個朋友
iktp⇥	中雲
mnfa⇥	讀心術
swwz⇥	人文學科
syji⇥	好貴
qkwj⇥	古代文明
ukyd⇥	風信子
jwuc⇥	日落而息
dflb⇥	凱爾特
qlmd⇥	獻身精神
qxee⇥	各大軍區
ztvf⇥	稻殼
kuui⇥	佛國
muqe⇥	刷碗
iwfk⇥	美若天仙
bvvw⇥	增盈
dolk⇥	之舟
xtlc⇥	魚雷艇
jpks⇥	麥哲倫
oloo⇥	反物質
qpew⇥	西頭
thch⇥	含混不清
lhik⇥	此則
xsyd⇥	疹子
aihe⇥	加繆
lrdj⇥	犄角旮旯
uolh⇥	離此
tgty⇥	鐵鏟
pfrf⇥	司考
nqlc⇥	通身
enhz⇥	寧河
hota⇥	泳鏡
yvyr⇥	火烤
vccz⇥	道邊
eoss⇥	實業界
osod⇥	張弓
avng⇥	松心
timv⇥	鎂粉
aohf⇥	板面
aoew⇥	柱頭
mzkk⇥	精修
yfuj⇥	還書
mhmg⇥	尿糖
sfwf⇥	人體藝術
iost⇥	養鴨
hjcy⇥	終至
mbmv⇥	講説
xxjf⇥	多量
xdxl⇥	鯡魚
xrvk⇥	大老爺們
kgot⇥	刀郎
tsal⇥	雪村
uaub⇥	跳來跳去
sxxz⇥	人大常委
tpup⇥	念成
tnfu⇥	爲情所困
hscy⇥	紙包不住火
puby⇥	捉鬼
vzlk⇥	雙週刊
xvhg⇥	共渡
sjti⇥	光合
wwsd⇥	蔡文姬
gmem⇥	唐詩宋詞
uljl⇥	耐旱
zizn⇥	竹筷
fhuc⇥	一跤
heoc⇥	深省
zodg⇥	秦皇
qopf⇥	職業技術
gkmv⇥	存證
ivwo⇥	只覺
rsyv⇥	急火
fdkg⇥	下刀
qvtj⇥	磁電
ojgy⇥	小循環
kmfm⇥	停屍房
ejlf⇥	軍姿
hftj⇥	純陽
teui⇥	鎮定劑
qoit⇥	走啊
jtpc⇥	暖手
cbsi⇥	衆數
azwn⇥	刺蔘
otml⇥	小旗
yvaj⇥	雅間
tsfg⇥	爲人正直
xglo⇥	大灰狼
cizl⇥	不窮
zveu⇥	箭矢
qtdr⇥	胡雪巖
dfhl⇥	福海
saaa⇥	果林
lmce⇥	猶豫不定
cuxo⇥	師太
enpb⇥	密技
raje⇥	元日
hnjv⇥	江川
tnov⇥	領兵
fdad⇥	衛生棉
gkvg⇥	鷹隼
uiuy⇥	迴風
hnob⇥	紅衫
tsck⇥	覓到
fdfy⇥	鄉里鄉親
pyai⇥	接駕
tedr⇥	受禮
hfbb⇥	滑塊
lype⇥	無罪推定
tssk⇥	金龜婿
ivvs⇥	贈券
eiaf⇥	宮本
iofi⇥	史事
jozm⇥	軟弱可欺
dlgx⇥	鹽度
xory⇥	大主教
hmhg⇥	婆説婆有理
ydtk⇥	子金
izdu⇥	美利堅合衆國
hghf⇥	水經
jjxg⇥	輾轉難眠
shtv⇥	甲級隊
wyce⇥	兒童不宜
udfm⇥	書生氣
hhui⇥	滿洲國
glas⇥	十樓
cmha⇥	不勝酒力
slus⇥	人物畫
mwvk⇥	預分
nsxu⇥	工人黨
xtuj⇥	太陽帽
yrmj⇥	烤腸
iaku⇥	别個
dhli⇥	生造
ifhu⇥	吹滅
kifn⇥	邵武
pquj⇥	投書
tnua⇥	亂跳
haei⇥	紅橋區
meoj⇥	臉皮厚
wzqy⇥	英磅
euzp⇥	頗費周折
tlwf⇥	陳年舊事
xsuv⇥	套圈
xuoj⇥	常壓
zhlz⇥	種牛
gyab⇥	乾燥機
nsxi⇥	民勤
ucdl⇥	點到卽止
noho⇥	民主派
qtac⇥	各院校
vmhq⇥	塑料紙
fjmw⇥	事後諸葛亮
vhcm⇥	道法自然
fwsm⇥	惡女
iryq⇥	嗜煙
ugbb⇥	團塊
tlmi⇥	鑽臺
syoo⇥	好飯
pbko⇥	掛住
zojt⇥	春暖
aolw⇥	板寸
oidj⇥	衰神
zghv⇥	算準
xoxl⇥	鱖魚
cpei⇥	我知
hgdl⇥	水鹼
whmg⇥	高粱米
xmbi⇥	望遠
hhzi⇥	組織委員
dgxm⇥	卡布奇諾
tzas⇥	金利來
gctj⇥	睡不醒
anan⇥	梭梭
zyds⇥	穿山
tcqq⇥	雞血石
rone⇥	久矣
hoiz⇥	混飯喫
jrzk⇥	昌黎
filh⇥	過些
bhhj⇥	地縫
qkdj⇥	超卓
gbhs⇥	馬約
oyyi⇥	厂部
lyng⇥	犯罪心理
texu⇥	愛黨
zjlc⇥	可身
tswt⇥	雪菜
hnhz⇥	紅綢
qfmv⇥	各行其道
mlsv⇥	旅舍
fwkw⇥	形像
uiqw⇥	圍聚
ifep⇥	另行安排
eogp⇥	羽毛球拍
urqh⇥	整死
qvig⇥	碰着
tjgq⇥	電驢
dzjw⇥	豐順
kxjj⇥	借得
afix⇥	極美
iebh⇥	咋地
ynot⇥	新民主主義革命
qiii⇥	聖嬰
mhml⇥	蠻族
kkmg⇥	修眉
utdw⇥	跟緊
czml⇥	不可方物
mlko⇥	遊刃
whfw⇥	薄型
xpyd⇥	世子
ggbv⇥	馬王堆
guwa⇥	布萊
saio⇥	思想史
hzzn⇥	深表同情
plqj⇥	扯起
kwno⇥	化學性質
ptbn⇥	抓去
djmt⇥	神諭
xwpb⇥	名譽掃地
gtux⇥	康采恩
ilfz⇥	出此下策
rlvl⇥	二進
hbac⇥	法槌
cbob⇥	血魔
aswm⇥	來文
huhm⇥	洄游
alvm⇥	村前
ykgk⇥	四個現代化
emoj⇥	皮厚
ysfo⇥	炮響
fjhe⇥	劉曉波
hemq⇥	深居
udgk⇥	黑白顛倒
qmuy⇥	胡風
ndnd⇥	怕怕
avem⇥	橙皮
dfmc⇥	卡託
qmho⇥	古浪
sqdh⇥	婚生
buog⇥	壇主
ianw⇥	别慌
lbmw⇥	特護
wtop⇥	薩摩
xmfx⇥	望天
qhhr⇥	死絶
mlwd⇥	這藥
phab⇥	抽油機
efzl⇥	軍事管制
uiyp⇥	圓孔
ucas⇥	跟我來
myri⇥	賣老
pmmq⇥	打屁股
bimn⇥	遠志
odyo⇥	小生産
xlxr⇥	魚鰭
