゛,Lv	⺀
忄㐅𠂇厶,NgOsGlNd	恡
忄𠂇火,NgGlYv	恢
冫欠心,LvFyNg	恣
忄丿皿,NgCkBk	恤
耳心,QgNg	恥
忄丿冂口,NgCkZvIq	恦
而心,UaNg	恧
忄艮,NgTp	恨
囗大心,UdXiNg	恩
忄各,NgQy	恪
忄冂一口,NgZvFhIq	恫
忄舌,NgVl	恬
龷八⺗,XkVyNg	恭
忄人王,NgSiGi	恮
自心,CjNg	息
忄亼口,NgTuIq	恰
忄八厶儿,NgVyNdAh	恱
忄䒑廾,NgVyWh	恲
艮心,TpNg	恳
亠日心,UeJeNg	恴
一由心,FhIsNg	恵
一业心,FhOqNg	恶
亻木心,KjAjNg	恷
忄云力,NgPdAu	恸
忄厂犬,NgOyLe	恹
忄山己,NgDsJc	恺
忄贝刂,NgDjKg	恻
忄亠㐅凵,NgUeOsZv	恼
忄冖车,NgErYf	恽
忄艹亡,NgWhXc	恾
龴用心,NdQlNg	恿
忄龴用,NgNdQl	悀
忄口⺝,NgIqMd	悁
忄匕土,NgHsHsBm	悂
忄囗木,NgUdAj	悃
忄⺌⺝,NgOtMd	悄
忄八口儿,NgVyIqAh	悅
人禾心,SiZpNg	悆
忄人禾,NgSiZp	悇
忄戈廾,NgIeWh	悈
丿米心,CkMgNg	悉
扌斤心,PcOzNg	悊
忄文口,NgWmIq	悋
忄丷𢎨,NgVyUv	悌
忄日干,NgJeLr	悍
忄⺧口,NgLzIq	悎
忄大人人,NgXiSiSi	悏
犭火心,LeYvNg	悐
忄甫,NgGn	悑
忄口巴,NgIqEw	悒
忄見,NgSc	悓
忄𠂉母,NgLdQt	悔
忄㐅𠂇巾,NgOsGlUw	悕
忄十冖子,NgGlErYd	悖
忄儿,NgZhAh	悗
匚矢心,EhEuNg	悘
忄了,NgWnFu	悙
忄束,NgUh	悚
忄厶八夂,NgNdVyJt	悛
忄口王,NgIqGi	悜
忄里,NgDn	悝
忄口㇞大,NgIqPvXi	悞
忄五口,NgJiIq	悟
亻丨攵心,KjKsRyNg	悠
禾刂心,ZpKgNg	悡
忄丶艮,NgOeTp	悢
吕丨心,NfKsNg	患
丿心,CkLwNg	悤
言心,MeNg	悥
忄丷口儿,NgVyIqAh	悦
忄禾刂,NgZpKg	悧
亻⺈小心,KjRlOtNg	您
忄ツ㐅凵,NgHgOsZv	悩
一心,FhWuNg	悪
士冖几心,MfErPsNg	悫
且厶心,RhNdNg	悬
忄〢又土,NgKgWiBm	悭
忄口一大,NgIqFhXi	悮
忄门文,NgBoWm	悯
忄宀示,NgErDd	悰
忄非,NgDm	悱
非心,DmNg	悲
十目㇗心,GlGyPvNg	悳
忄亠人人十,NgUeSiGl	悴
忄長,NgSi	悵
門心,AcNg	悶
忄户犬,NgFkLe	悷
忄禾子,NgZpYd	悸
宀㠯心,ErUsNg	悹
忄宀㠯,NgErUs	悺
忄土,NgBmId	悻
忄⺊日十,NgDhJeGl	悼
忄一肀女,NgFhUaSm	悽
忄穴工,NgZiNv	悾
忄一大⺗,NgFhXiNg	悿
忄侖,NgSy	惀
木斤心,AjOzNg	惁
忄⺈臼,NgRlWi	惂
忄日匕,NgJeHsHs	惃
⺊一小又心,DhFhOtNg	惄
忄龶⺝,NgZhMd	情
忄⺆土口,NgZvBmIq	惆
忄子,NgWnYd	惇
忄田木,NgSlAj	惈
氵⺊口心,HgDhIqNg	惉
忄小,NgWnOt	惊
忄宀夕⺋,NgErXuWj	惋
宀夕⺋心,ErXuWjNg	惌
忄金,NgTk	惍
心,MzVyNg	惎
忄木木,NgAjAj	惏
忄戈口一,NgIeIqFh	惐
戈口一心,IeIqFhNg	惑
禾口心,ZpIqNg	惒
忄丷夫⺋,NgVySvWj	惓
忄火火,NgYvYv	惔
忄日勹,NgJeSnBl	惕
日勹心,JeSnBlNg	惖
忄亽ヿ心,NgTuPvNg	惗
忄冂䒑亡,NgZvVyXc	惘
忄又又又又,NgWiWiWi	惙
忄勹心,NgSnBlNg	惚
忄氏日,NgQuJe	惛
忄龷日,NgXkJe	惜
忄尚,NgXy	惝
忄斤欠,NgOzFy	惞
忄隹,NgVh	惟
十田心,GlSlNdNg	惠
一心,FhWuNg	惡
心心心,NgNgNg	惢
牜勹心,LzSnBlNg	惣
忄弓亠幺,NgOdUeBl	惤
臼人心,WiSiNg	惥
忄广⺊口,NgGpDhIq	惦
忄目,NgGyVy	惧
忄厶大彡,NgNdXiBl	惨
彳一止心,JbFhLdNg	惩
十目一心,GlGyFhNg	惪
夂田心,JtSlNg	惫
忄匚夫丷,NgEhSvVy	惬
忄斤,NgYfOz	惭
忄丷田十,NgVySlGl	惮
忄毌贝,NgSfDj	惯
忄𠂇工⺝,NgGlNvMd	惰
忄巛丿龱,NgJvCkLw	惱
忄冖車,NgErJl	惲
木目心,AjGyNg	想
忄山而,NgDsUa	惴
忄廿㇗木,NgXkPvAj	惵
忄白王,NgDyGi	惶
㇏日心,ZhOeJeNg	惷
忄勹日子,NgSnJeYd	惸
艹𠂇口心,WhGlIqNg	惹
忄日生,NgJeDh	惺
忄貝刂,NgIcKg	惻
忄户𠕁,NgFkJz	惼
忄民日,NgNsJe	惽
忄㐅凵八夂,NgOsZvJt	惾
忄日疋,NgJeKf	惿
忄禾火,NgZpYv	愀
禾火心,ZpYvNg	愁
十冖子力心,GlErYdNg	愂
忄宀{凬字心}一,NgErTeFh	愃
忄田一,NgSlFhOr	愄
忄革,NgGo	愅
行氵心,FjHgNg	愆
忄韋,NgIw	愇
亼⺝刂心,TuMdKgNg	愈
忄亼⺝刂,NgTuMdKg	愉
忄一口田,NgFhIqSl	愊
忄爫一𠂇又,NgToFhWi	愋
忄⺈冂八大,NgRlZvXi	愌
民攵心,NsRyNg	愍
忄𠂉日夂,NgLdJeJt	愎
音心,ArNg	意
忄面,NgHf	愐
忄龴用力,NgNdQlAu	愑
忄日勹亾,NgJeSnXc	愒
忄日一勹,NgJeFhBl	愓
忄音,NgAr	愔
忄吅二ㄅ,NgRuRlPv	愕
忄㇗,NgMzVyPv	愖
予丿攵心,MaCkRyNg	愗
忄宀各,NgErQy	愘
宀各心,ErQyNg	愙
田⽱心,SlFjNg	愚
爫冖心夂,ToErNgJt	愛
忄匚大人人,NgEhXiSi	愜
忄匚日女,NgEhJeSm	愝
忄而大,NgUaXi	愞
戊一口心,UcFhIqNg	感
忄日皿,NgJeBk	愠
忄勹丶心,NgSnBlNg	愡
忄田心,NgSlNg	愢
忄罒方,NgYtMx	愣
忄十艹贝,NgGlWhDj	愤
忄艹冂大,NgWhZvXi	愥
忄虫贝,NgJwDj	愦
忄鬼,NgBy	愧
{彀字框无一}一心,VsFhNg	愨
忄工貝,NgNvIc	愩
忄口貝,NgIqIc	愪
忄龶糸,NgZhHt	愫
䒑月心,VyIaMdNg	愬
忄老日,NgRiJe	愭
忄爫缶,NgToUs	愮
忄隹又,NgVhWi	愯
忄日光,NgJeSj	愰
忄疒矢,NgXuEu	愱
忄骨,NgFv	愲
目目心,GyGyNg	愳
忄人口,NgSiFkIq	愴
忄弓冫弓冫,NgOdLvLv	愵
忄力力力⺝,NgAuAuMd	愶
忄山豆,NgDsEi	愷
木人人力心,AjSiSiNg	愸
忄宀谷,NgErPu	愹
忄艹日十,NgWhJeGl	愺
子丿糸心,YdCkHtNg	愻
忄匕目㇗八,NgHsGyVy	愼
忄甫寸,NgGnLw	愽
忄气米,NgFqMg	愾
厂白小心,OyDyOtNg	愿
忄爫幺大,NgToBlXi	慀
囗豕心,UdKtNg	慁
氵龴用心,HgNdQlNg	慂
忄八厶羽,NgVyNdEh	慃
忄覀木,NgQpAj	慄
忄又丶虫,NgWiOeJw	慅
忄爫臼,NgToWi	慆
⺁彐𠃌殳心,OySiPvNg	慇
䒑幺幺心,VyBlBlNg	慈
忄亠幺田,NgUeBlSl	慉
忄䒑,NgVySiYv	慊
厶⺝匕心,NdMdHsNg	態
忄艹亡,NgWhXcJv	慌
忄囚皿,NgCvBk	慍
忄十目,NgGlGyVy	慎
忄冖日六,NgErJeCa	慏
工貝心,NvIcNg	慐
忄耳又又,NgQgWiWi	慑
忄一曲日,NgFhRwJe	慒
忄覀示,NgQpDd	慓
忄艹日大,NgWhJeXi	慔
艹日大⺗,WhJeXiNg	慕
忄囗戈口一,NgUdIeFh	慖
束攵心,UhRyNg	慗
忄厶厶厶人彡,NgNdNdBl	慘
車斤心,JlOzNg	慙
忄車斤,NgJlOz	慚
忄山隹,NgDsVh	慛
𠂉母攵心,LdQtRyNg	慜
匚艹𠂇口心,EhWhGlNg	慝
忄音十,NgArGl	慞
忄千里力,NgHcDnAu	慟
忄敖,NgTk	慠
忄大乂乂乂乂,NgXiOsOs	慡
忄日罒又,NgJeYtWi	慢
忄毌貝,NgSfIc	慣
{彀字框无一}几心,VsPsNg	慤
忄⺧口辶,NgLzIqLt	慥
一氺丶攵心,FhHgOeNg	慦
丰丰彐心,ZhZhSiNg	慧
忄旡,NgTpUe	慨
忄車辶,NgJlLt	慩
忄匚口吅,NgEhIqRu	慪
彳人人龰心,JbSiSiNg	慫
忄廿口龶,NgXkIqZh	慬
未丷犬心,JxVyLeNg	慭
虍田心,QbSlNg	慮
忄𠂉日一勹,NgLdJeBl	慯
尸示寸心,MzDdLwNg	慰
忄十田寸,NgGlSlLw	慱
忄廿巾入入,NgXkUwXj	慲
忄臣又土,NgDzWiBm	慳
忄羽白,NgEhDy	慴
忄广肀用,NgGpUaQl	慵
乛心夂,CuPvNgJt	慶
忄广氺,NgGpSiHg	慷
冖巾心,DsErUwNg	慸
土丸心,BmIdTkNg	慹
忄口丨女,NgSfIqSm	慺
忄丷夫目,NgVySvGy	慻
戊⺊一小心,UcDhFhNg	慼
忄戊⺊一小,NgUcDhOt	慽
谷欠心,PuFyNg	慾
冫马廾心,LvXhWhNg	慿
忄羽人彡,NgEhSiBl	憀
忄丿心,NgCkLwNg	憁
心夂,WvNgJt	憂
㇏臼心,ZhOeWiNg	憃
彳十目一心,JbGlGyNg	憄
千里力心,HcDnAuNg	憅
忄土,NgXyBm	憆
舌甘心,VlMzNg	憇
忄虍业,NgQbOq	憈
忄壴彡,NgHsBl	憉
亻龷丿用心,KjXkCkNg	憊
㡀攵心,KtRyNg	憋
金勹冫心,TkSnLvNg	憌
忄丿大口冂口,NgCkXiIq	憍
忄丷囗⺌日,NgVyUdJe	憎
忄示,NgVyDd	憏
忄米夕㐄,NgMgXuGj	憐
冫馬心,LvGbNg	憑
忄虫貝,NgJwIc	憒
忄十田心,NgGlSlNg	憓
忄隹灬,NgVhYv	憔
忄癶豆,NgVyEi	憕
木人人犬心,AjSiSiNg	憖
木人人攵心,AjSiSiNg	憗
忄壴口,NgHsIq	憘
壴口心,HsIqNg	憙
忄吅田十,NgRuSlGl	憚
忄覀日十,NgQpJeGl	憛
忄阝𠂇工⺝,NgTjGlMd	憜
子攵心,WnYdRyNg	憝
忄子攵,NgWnYdRy	憞
忄覀米,NgQpMg	憟
厂䒑欠心,OyVyIaNg	憠
忄⺮木冂,NgZiAjZv	憡
忄土土土一儿,NgBmBmAh	憢
忄丿米田,NgCkMgSl	憣
忄十艹貝,NgGlWhIc	憤
火火冖力心,YvYvErNg	憥
忄火火冖力,NgYvYvAu	憦
忄立里,NgYqDn	憧
ヿ耳攵心,PvQgRyNg	憨
舌自心,VlCjNg	憩
忄門月,NgAcMd	憪
忄門文,NgAcWm	憫
忄日小,NgJeWnOt	憬
忄大丷日小,NgXiVyOt	憭
忄𠂉卌一灬,NgLdDsYv	憮
忄旡旡日,NgUeUeJe	憯
忄予丿冂八口,NgMaCkIq	憰
忄小尤,NgWnOtGh	憱
宀龶罒心,ErZhYtNg	憲
忄彐工口寸,NgSiNvLw	憳
忄黽,NgAy	憴
辟心,RkNg	憵
忄音心,NgArNg	憶
忄木木疋,NgAjAjKf	憷
忄僉,NgOr	憸
忄曲辰,NgRwQn	憹
忄⺈厂八言,NgRlOyMe	憺
忄亠囗口日一,NgUeUdFh	憻
艹句攵心,WhTqRyNg	憼
忄艹勹丶心,NgWhSnNg	憽
忄戊一口心,NgUcFhNg	憾
忄白方攵,NgDyMxRy	憿
忄亼囗⺌日,NgTuUdJe	懀
忄罒一口𧘇,NgYtFhOr	懁
忄艹千里,NgWhHcDn	懂
廿口龶力心,XkIqZhNg	懃
忄廿口龶力,NgXkIqAu	懄
忄虍豕,NgQbKt	懅
忄口吅木,NgIqRuAj	懆
豸艮心,LzTpNg	懇
忄⺈用刀牛,NgRlQlLz	懈
广亻隹心,GpKjVhNg	應
忄丿冂米大,NgCkZvXi	懊
木予丿木心,AjMaCkNg	懋
忄罒土,NgYtBmId	懌
忄亠囗口禾,NgUeUdZp	懍
忄土人人囗口,NgBmSiIq	懎
忄隹,NgVhZv	懏
忄亠罒衣,NgUeYtOr	懐
氵艹两心,HgWhAmNg	懑
忄束⺈贝,NgUhRlDj	懒
忄爫冖心夂,NgToErJt	懓
忄亠囗口示,NgUeUdDd	懔
厂日月犬心,OyJeMdNg	懕
金舌心,TkVlNg	懖
忄土土,NgBmYvYv	懗
氵冖巾心,HgDsErNg	懘
忄一ㄅ丨,NgWiFhVy	懙
忄爫工彐心,NgToNvNg	懚
忄士口冖至,NgMfIqCy	懛
忄艹罒冖夕,NgWhYtXu	懜
忄匕矢龴疋,NgHsEuKf	懝
忄艹冖一豕,NgWhErKt	懞
业⺷寸心,OqIdLwNg	懟
忄亠{齊字腰}二,NgUeIuRl	懠
忄麻丿厶,NgOnCkNd	懡
忄臣皿,NgDzZiBk	懢
氵廿巾入入心,HgXkUwNg	懣
忄士乛工一口寸,NgMfPvLw	懤
忄十冖田疋,NgGlErKf	懥
忄⻗而,NgTfUa	懦
忄宀心皿丁,NgErNgUe	懧
忄厂日月犬,NgOyJeLe	懨
忄⺶㇏丶艮,NgIdOeTp	懩
忄日龷八氺,NgJeXkHg	懪
忄斤斤貝,NgOzOzIc	懫
广黄心,GpBxNg	懬
忄广黄,NgGpBx	懭
忄心夂,NgWvNgJt	懮
甫方攵心,GnMxRyNg	懯
忄卯金刂,NgFmTkKg	懰
忄艹罒戊丶,NgWhYtOe	懱
{微框}王心,YaGiNg	懲
忄丰丰彐心,NgZhZhNg	懳
忄十戈非一,NgGlIeFh	懴
忄艹罒冖目,NgWhYtGy	懵
忄束⺈貝,NgUhRlIc	懶
忄衣罒水,NgOrYtHg	懷
目一小丿糸心,GyFhOtNg	懸
忄衣吅井一,NgOrRuFh	懹
忄人人戈非一,NgSiSiFh	懺
忄匕田龷八,NgNbHsVy	懻
忄目目隹,NgGyGyVh	懼
忄艹吅隹,NgWhRuVh	懽
忄耳耳耳,NgQgQgQg	懾
士冖豆冫欠心,MfErEiNg	懿
言糹糹心,MeHtHtNg	戀
廿口夫隹心,XkIqSvNg	戁
忄麻非,NgOnDm	戂
忄黑,NgXyUc	戃
忄目目隹又,NgGyGyWi	戄
音十工貝心,ArGlNvNg	戅
音十夂工贝心,ArGlJtNg	戆
音十夂工貝心,ArGlJtNg	戇
戈,Ie	戈
戉,Uc	戉
戊,Uc	戊
一戈,FhIe	戋
戊一,UcFh	戌
戊丶,UcOe	戍
戈𠂇,IeGl	戎
又戈,WiIe	戏
戊𠃌,UcPv	成
丿扌,CkPcIe	我
戈廾,IeWh	戒
戈口,IeIq	戓
戈戈,IeIe	戔
爿戈,NbIe	戕
戈口一,IeIqFh	或
人⺋戈,SiWjIe	戗
⺊口戈,DhIqIe	战
冂一口戈,ZvFhIqIe	戙
戊⺊一小,UcDhFhOt	戚
一自戈,FhCjIe	戛
戈口王,IeIqGi	戜
貝戈,IcIe	戝
页戈,KwIe	戞
十日十戈,GlJeGlIe	戟
音,ArIe	戠
㇗戈,MzVyPvIe	戡
口耳,IqQgIe	戢
癶一大戈,VyFhXiIe	戣
乃又皿戈,ViWiBkIe	戤
日生戈,JeDhIe	戥
ツ田十戈,HgSlGlIe	戦
人口戈,SiFkIqIe	戧
可可戈,ZjZjIe	戨
一厶厶{凬字心}戈,FhNdNdIe	戩
十戈隹,GlIeVh	截
𠂇⺝戈口一,GlMdIeFh	戫
一业日戈,FhOqJeIe	戬
宀一由八戈,ErFhIsIe	戭
羽人彡戈,EhSiBlIe	戮
虍业戈,QbOqIe	戯
吅田十戈,RuSlGlIe	戰
虍戈,QbWuIe	戱
虍豆戈,QbEiIe	戲
羽隹戈,EhVhIe	戳
十戈田龷八,GlIeSlVy	戴
目目隹戈,GyGyVhIe	戵
戶,Fk	戶
户,Fk	户
戸,Fk	戸
户乙,FkJg	戹
户巳,FkDu	戺
户大,FkXi	戻
フ匚戶,PvEhFk	戼
户斗,FkPf	戽
户犬,FkLe	戾
户方,FkMx	房
戶斤,FkOz	所
户𠕁,FkJz	扁
户⺊口,FkDhIq	扂
户冂口,FkZvIq	扃
户丿冂口,FkCkZvIq	扄
户夕夕,FkXuXu	扅
户衣,FkOr	扆
户羽,FkEh	扇
户口巴,FkIqEw	扈
户非,FkDm	扉
户火火,FkYvYv	扊
手,Pc	手
扌,Pc	扌
𬺰丿,GlCk	才
扌乚,PcPv	扎
扌九,PcDp	扏
扌力,PcAu	扐
扌卜,PcDh	扑
扌八,PcVy	扒
扌丁,PcUe	打
扌乃,PcVi	扔
扌厶,PcNd	払
扌入,PcXj	扖
扌土,PcBm	扗
扌丿七,PcCkLn	托
扌一,PcFhOs	扙
扌勹丶,PcSnOe	扚
扌工,PcNv	扛
扌一𬺰,PcFhGl	扜
扌二ㄅ,PcRlPv	扝
扌干,PcLr	扞
扌⺄十,PcPvGl	扟
扌又丶,PcWiOe	扠
扌也,PcHe	扡
扌𠂉乙,PcLdJg	扢
扌口,PcIq	扣
扌一儿,PcFhAh	扤
扌丿七,PcCkLn	扥
扌千,PcHc	扦
扌丸,PcTk	执
扌刀丶,PcKgOe	扨
扌广,PcGp	扩
扌门,PcBo	扪
扌彐,PcSi	扫
扌ㄋ,PcPvBl	扬
扌ヿ土,PcPvBm	扭
扌八刀,PcVyKg	扮
扌止,PcLd	扯
扌尤,PcGh	扰
扌及,PcKd	扱
扌亽ヿ,PcTuPv	扲
扌⺁又,PcOyWi	扳
扌人,PcSiKg	扴
扌人゛,PcSiLv	扵
扌夫,PcSv	扶
扌丿大,PcCkXi	扷
扌片,PcNb	扸
扌匕,PcHsHs	批
扌氏,PcQu	扺
扌欠,PcFy	扻
扌厂⺋,PcOyWj	扼
扌一,PcFhIa	扽
扌戈,PcIe	找
乛水三,PvHgQn	承
扌支,PcBh	技
扌厶儿,PcNdAh	抁
扌王,PcGi	抂
扌亠卜,PcUeDh	抃
扌小丿,PcOtCk	抄
扌勹厶,PcSnNd	抅
扌文,PcWm	抆
扌曰,PcRl	抇
扌月,PcMd	抈
扌人,PcEhSi	抉
扌巴,PcEw	把
扌心,PcNg	抋
扌冖儿,PcErAh	抌
扌丿廾,PcCkWh	抍
扌云,PcPd	抎
扌二儿,PcRlAh	抏
扌冂人,PcZvSi	抐
扌卩,PcNgWj	抑
扌予,PcMa	抒
扌爪,PcTo	抓
扌不,PcCi	抔
扌殳,PcQi	投
扌斗,PcPf	抖
扌亠几,PcUePs	抗
扌斤,PcOz	折
扌手,PcPc	抙
扌无,PcUe	抚
扌九力,PcDpAu	抛
扌𠂇又,PcGlWi	抜
扌幺𠃌,PcBlPv	抝
扌尸丶,PcMzOe	択
扌二乛丶,PcRlPvOe	抟
扌匚㐅,PcEhOs	抠
扌仑,PcHv	抡
扌人⺋,PcSiWj	抢
扌勹冫,PcSnLv	抣
扌户,PcFk	护
扌卩又,PcWjWi	报
扌一冂人,PcFhZvSi	抦
扌口八,PcIqVy	抧
扌干丷,PcLrVy	抨
扌冂土,PcZvBm	抩
扌𠂇巾,PcGlUw	抪
扌皮,PcEm	披
扌厶口,PcNdIq	抬
扌宀几,PcErPs	抭
扌人彡,PcSiBl	抮
扌且,PcRh	抯
扌冂大,PcZvXi	抰
扌勹巳,PcSnDu	抱
扌可,PcZj	抲
扌尸匕,PcMzHs	抳
扌廿㇗,PcXkPv	抴
扌氏丶,PcQuOe	抵
扌丿夫,PcCkSv	抶
扌不一,PcCiFh	抷
扌丿之,PcCkDo	抸
扌一木,PcFhAj	抹
扌未,PcJx	抺
扌日丨,PcJeKs	抻
扌甲,PcSt	押
扌由,PcIs	抽
扌土厶,PcBmNd	抾
扌民,PcNs	抿
扌口儿,PcIqAh	拀
扌力口,PcAuIq	拁
扌弗,PcUv	拂
扌乍,PcEl	拃
扌丶王,PcOeGi	拄
扌日一,PcJeFh	担
扌斤丶,PcOzOe	拆
扌母,PcQt	拇
扌⺊口,PcDhIq	拈
扌立,PcYq	拉
扌亻寸,PcKjLw	拊
扌尢力,PcGhAu	拋
扌丷,PcVyPc	拌
扌白,PcDy	拍
扌亽龴,PcTuNd	拎
女又手,SmWiPc	拏
扌口力,PcIqAu	拐
扌甘,PcMz	拑
扌匚コ,PcEhEh	拒
扌石,PcQq	拓
扌𠂇又丶,PcGlWiOe	拔
扌宀匕,PcErHs	拕
扌𠂉也,PcLdHe	拖
扌幺力,PcBlAu	拗
扌句,PcTq	拘
扌屮凵,PcIaZv	拙
扌厶廾,PcNdWh	拚
扌刀口,PcKgIq	招
一丰,PcFhZh	拜
扌一丰,PcFhZh	拝
扌一,PcOzFh	拞
扌人,PcHsSi	拟
扌夂几,PcJtPs	拠
扌广厶,PcGpNd	拡
扌龙,PcJh	拢
扌,PcLnOt	拣
扌⺊一卜,PcDhFhDh	拤
扌用,PcQl	拥
扌丷三,PcVyQn	拦
扌宀丁,PcErUe	拧
扌又丶,PcIaWiOe	拨
扌又,PcWiPc	择
扌西,PcQp	拪
扌艮,PcTp	拫
扌舌,PcVl	括
扌弋工,PcNdNv	拭
扌士口,PcMfIq	拮
扌乛水一,PcPvHgFh	拯
扌亻丿士,PcKjCkMf	拰
扌龷八,PcXkVy	拱
龷八手,XkVyPc	拲
丷夫手,VySvPc	拳
扌人王,PcSiGi	拴
扌𠂇丨子,PcGlKsYd	拵
扌巛夕,PcJvXu	拶
扌耂一ㄅ,PcRiFhPv	拷
扌夕夕,PcXuXu	拸
扌力力力,PcAuAuAu	拹
扌木冂,PcAjZv	拺
扌𠂇火,PcGlYv	拻
扌䒑廾,PcVyWh	拼
扌日㇂丿,PcJePvCk	拽
扌亼口,PcTuIq	拾
亼口手,TuIqPc	拿
扌⺁,PcOyOr	挀
扌土寸,PcBmLw	持
扌土土,PcBmBm	挂
扌至,PcCy	挃
扌光,PcSj	挄
扌乃木,PcViAj	挅
扌几木,PcPsAj	挆
扌匕日,PcHsJe	指
丰刀手,ZhKgPc	挈
扌宀女,PcErSm	按
扌⺊一一卜,PcDhFhDh	挊
扌臣,PcDz	挋
扌各,PcQy	挌
扌六乂,PcCaOs	挍
扌大二ㄅ,PcXiRlPv	挎
扌冂一口,PcZvFhIq	挏
女口手,SmIqPc	挐
扌儿冫,PcAhLvLv	挑
扌歹刂,PcQmKg	挒
扌宀丿七,PcErCkLn	挓
扌衣,PcOr	挔
扌耳,PcQg	挕
扌穴乙,PcZiJg	挖
扌大弓,PcXiOd	挗
扌小丿力,PcOtCkAu	挘
ツ手,HgVyPc	挙
扌丸手,PcTkPc	挚
亠手,UeYvPc	挛
扌一业,PcFhOq	挜
扌寸辶,PcLwLt	挝
扌大辶,PcXiLt	挞
扌夫丷,PcSvVy	挟
扌一儿,PcIeFhAh	挠
扌⺌彐,PcOtSi	挡
扌丿大,PcCkXiKg	挢
扌⺈,PcRlUa	挣
扌齐,PcAe	挤
扌冖车,PcErYf	挥
扌彐寸,PcSiLw	挦
扌羽,PcEh	挧
扌厶矢,PcNdEu	挨
扌八口儿,PcVyIqAh	挩
扌𠃌阝,PcPvPcTj	挪
扌人人土,PcSiSiBm	挫
扌十冖子,PcGlErYd	挬
扌{凬字心},PcTeOs	挭
扌丷𢎨,PcVyUv	挮
扌辰,PcQn	振
扌口王,PcIqGi	挰
扌氵小丿,PcHgOtCk	挱
氵小丿手,HgOtCkPc	挲
扌一巛工,PcFhJvNv	挳
扌𠂉母,PcLdQt	挴
扌王廾,PcGiWh	挵
扌尸𠃌口,PcMzPvIq	挶
扌阝,PcZhTj	挷
扌見,PcSc	挸
扌口巴,PcIqEw	挹
扌丿士廴,PcCkMfVv	挺
扌丿止廴,PcCkLdVv	挻
扌爫女,PcToSm	挼
扌儿,PcZhAh	挽
扌大人人,PcXiSiSi	挾
扌千日,PcHcJe	挿
扌夂丰,PcJtZh	捀
扌⺧口,PcLzIq	捁
扌五口,PcJiIq	捂
扌丿口,PcSiCkIq	捃
扌一氺丶,PcFhHgOe	捄
扌龴用,PcNdQl	捅
扌囗木,PcUdAj	捆
扌土,PcBmYv	捇
扌人禾,PcSiZp	捈
扌足,PcUz	捉
扌爫子,PcToYd	捊
扌爫寸,PcToLw	捋
扌口力刂,PcIqAuKg	捌
扌日干,PcJeLr	捍
扌⺌⺝,PcOtMd	捎
扌日土,PcJeBm	捏
扌口⺝,PcIqMd	捐
扌日ㄥ大,PcJePvXi	捑
扌束,PcUh	捒
扌牙阝,PcYbTj	捓
扌⺈用,PcRlQl	捔
扌甫,PcGn	捕
扌宀二儿,PcErRlAh	捖
扌止,PcLdLd	捗
扌厶八夂,PcNdVyJt	捘
扌車,PcJl	捙
扌里,PcDn	捚
扌吕,PcNf	捛
扌日丨又,PcJeKsWi	捜
扌丷口儿,PcVyIqAh	捝
扌艹冖力,PcWhErAu	捞
扌口贝,PcIqDj	损
扌,PcOzVy	捠
扌亼⺍一,PcTuHgFh	捡
扌⺈冂大,PcRlZvXi	换
扌鸟山,PcWlDs	捣
扌尸毛,PcMzOu	捤
扌宀夕⺋,PcErXuWj	捥
扌金,PcTk	捦
扌㇏,PcZhOePc	捧
扌人,PcSiVl	捨
扌户犬,PcFkLe	捩
扌氏日,PcQuJe	捪
扌門,PcAc	捫
扌广亻寸,PcGpKjLw	捬
扌白丿十,PcDyCkGl	捭
扌尸古,PcMzQm	据
扌至刂,PcCyKg	捯
扌田木,PcSlAj	捰
扌厂土土,PcOyBmBm	捱
扌丷夫⺋,PcVySvWj	捲
扌一山,PcOzFhDs	捳
扌八厶心,PcVyNdNg	捴
扌𠕁,PcJzVy	捵
扌千艹士,PcHcWhMf	捶
扌一龰,PcFhSiLd	捷
扌氺,PcSiHg	捸
扌大十廾,PcXiGlWh	捹
扌大示,PcXiDd	捺
扌亽ヿ心,PcTuPvNg	捻
扌禾女,PcZpSm	捼
扌亠人人十,PcUeSiGl	捽
扌宀㠯,PcErUs	捾
扌一肀女,PcFhUaSm	捿
扌斤欠,PcOzFy	掀
扌長,PcSi	掁
扌广⺊口,PcGpDhIq	掂
扌彐冖巾,PcSiErUw	掃
扌侖,PcSy	掄
扌龶⺝,PcZhMd	掅
扌冂䒑山,PcZvVyDs	掆
扌又又又又,PcWiWiWi	掇
扌爫冖又,PcToErWi	授
扌⺊日十,PcDhJeGl	掉
扌立口,PcYqIq	掊
扌广氏丶,PcGpQuOe	掋
手,XyPc	掌
扌日匕,PcJeHsHs	掍
扌大可,PcXiZj	掎
扌勹缶,PcSnUs	掏
扌⺈臼,PcRlWi	掐
扌,PcMzVy	掑
扌非,PcDm	排
扌⺊一小又,PcDhFhWi	掓
臣又手,DzWiPc	掔
扌土八夂,PcBmVyJt	掕
扌亠亻,PcUeKjMd	掖
扌一,PcFhWu	掗
扌尸屮凵,PcMzIaZv	掘
扌爫,PcToUa	掙
扌一巾入入,PcFhUwXj	掚
扌土土卜,PcBmBmDh	掛
扌臼儿,PcWiAh	掜
扌戈口一,PcIeIqFh	掝
扌火火,PcYvYv	掞
扌宀疋,PcErKf	掟
扌小,PcWnOt	掠
扌爫木,PcToAj	採
扌冖八木,PcErVyAj	探
牛巾刂手,LzUwKgPc	掣
